product_1,product_1_title,product_1_img,product_2,product_2_title,product_2_img,simple_compatible,Gemeni_compatible,reason
CZZD2119,Willia 6 Piece Extendable Dining Set,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/105325264/1/c.jpg,NDPH2254,Boran Solid Wood Dining Table,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/78874288/1/c.jpg,Yes,No,"While both items share a similar walnut wood finish, their core design styles are in conflict. Product 1 is distinctly Mid-Century Modern, with light, airy forms and slender, tapered legs. Product 2 is a bold, heavy Contemporary piece with a sculptural, geometric base. The delicate proportions of the dining set would be visually overwhelmed and look mismatched with the massive scale of the table base."
MBXL1866,Chennault Rectangular 59.1'' L x 35.4'' W Dining Set,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/255499481/1/c.jpg,BZAA1099,Jianny Unfinished Faux Leather Dining Chair With Walnut Bentwood,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/346287211/1/c.jpg,No,No,"These products are not compatible. Product 1 is a complete dining set that includes its own chairs, making the purchase of Product 2 redundant. Stylistically, the light natural oak and simple fabric of the dining set clash with the dark walnut, black metal legs, and quilted brown faux leather of the individual chairs, creating a visually incoherent look."
GKLO1029,Nordic style modern simple dining table sets,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/310674376/1/c.jpg,PHLI1007,Dashona White Rectangular Sintered Stone Dining Table with Double Pedestals,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/279528420/1/c.jpg,Yes,No,"While both tables are modern and feature sculptural pedestal bases, their material and color palettes are in conflict. The first set is defined by its warm, medium-toned wood and solid grey top, giving it a Nordic or Japandi feel. The second table has a cool, dark grey base and a white/grey marble-look top, creating a more luxe, contemporary aesthetic. The warm wood of the chairs from the first set would clash with the cool tones of the second table."
PPMA1265,Aunnika Removable Leaf Dining Set,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/232284877/1/c.jpg,DUHM3612,"Brendi 17"" Wide Scandinavian Mid-Century Modern Minimalist Solid Wood Spindle Back Dining Chairs",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/266698990/1/c.jpg,No,No,"These two products have conflicting styles. The Aunnika dining set is modern and sophisticated with its dark wood table and upholstered chairs. The Brendi chairs are distinctly Scandinavian/farmhouse with their white finish and spindle-back design. Combining the heavy, dark table with the light, casual chairs would create a visually jarring and incoherent dining space."
WHI7546,Chanlee 6 - Piece Solid Wood Rubberwood Dining Set,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/314328188/1/c.jpg,LGLY5329,Gallman Dining Table,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/104787253/1/c.jpg,Yes,No,"Product 1 is a complete dining set that already includes a table. Product 2 is a standalone dining table. While they match perfectly in style (Mid-Century Modern, tapered legs, warm wood finish), one would not purchase both for the same room as they serve the same, redundant function."
AEDC1139,Charleily 78'' Dining Table,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/249004401/1/c.jpg,WIYU1061,"Rodnesha 54''W Sideboard Buffet Cabinet with 3 Drawers for Dining Room, Kitchen or Living Room",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/259253036/1/c.jpg,Yes,No,"While both pieces are in the modern glam style, the metal finishes clash. The cool, silver chrome of the dining table is at odds with the warm gold of the sideboard. Additionally, the sharp, angular design of the table conflicts with the softer, rounded, and fluted design of the sideboard, creating a visually incoherent pairing."
FBYA1659,"Anirudha 79""  Oval Wood Double Pedestal Base Dining Tables",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/290537840/1/c.jpg,YOSI1108,"Monzerrad 31"" 10 - Light 2 - Tier Alabaster Dining Room Gold Chandelier Pendant Lights(Bulbs Included)",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/345855809/1/c.jpg,Yes,Yes,"Both pieces share a strong, sculptural quality and a modern aesthetic. The vertical fluting on the black table base echoes the vertical alabaster panels of the chandelier, creating a cohesive visual rhythm. The high-contrast pairing of the dark table with the light, warm-toned chandelier would create a dramatic and sophisticated dining space."
FAWA1132,Kenyatta Bol Sant Dining Chair,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/295544289/1/c.jpg,VEM11129,"Jade 60"" Dining Table With 6 Trident Rust Chairs",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/284131254/1/c.jpg,No,No,"The styles clash significantly. The playful, graphic nature of the black and white striped chair with its dark wood and ball finials is at odds with the earthy, contemporary aesthetic of the light wood dining set with its rust-colored boucle chairs. The color palettes and design details are too dissimilar to create a cohesive look."
CLPH1150,Modern Rectangular Sintered Stone Dining Table Set,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/289607951/1/c.jpg,RARI1018,63“-94.5” Modern Expandable Dining Table with Sintered Stone Top,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/321499054/1/c.jpg,No,No,"While both tables are modern and feature sintered stone tops, their base designs and metal finishes are stylistically opposed. The first table has a warm, polished gold sculptural base creating a glam look, while the second has cool-toned, brushed silver block pedestals for a more minimalist or industrial feel. The two styles would clash in the same space."
LRKM9694, 4 Person Gathering Dining Table Set w/ Upholstered Chairs,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/84522674/1/c.jpg,ATGD7120,Apsana Dining Table,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/32576959/1/c.jpg,No,No,"These two products have conflicting styles and functions. Product 1 is a casual, counter-height farmhouse set with a distressed white and brown finish. Product 2 is a formal, standard-height traditional dining table with a dark cherry finish. The difference in formality, color palette, and height makes them incompatible."
ATF10764,Arch Salvage Extendable Dining Table,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/130749823/1/c.jpg,DEBD1114,Tessio 6 - Person Dining Set,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/135674719/1/c.jpg,No,No,"While both pieces feature double pedestal bases, their overall styles and color palettes are in direct conflict. The table's light, rustic, and industrial-tinged design clashes with the dark, ornate, and formal traditional style of the dining set."
LNE11713,Ellenberger Coastal Rectangle Dining Table,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/197310213/1/c.jpg,MSTT1380,Martha Stewart Elmcrest Wood Upholstered  Dining Chair with Nailhead Trim,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/335662314/1/c.jpg,Yes,Yes,"These pieces are highly compatible. The crisp white of the dining table creates a beautiful contrast with the warm, reclaimed wheat finish of the chair. Both share a modern farmhouse/coastal aesthetic, and the combination of a simple table with an elegant, upholstered chair is a classic and sophisticated pairing."
LXYR1824,Art Deco Brass Sideboard,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/258117435/1/c.jpg,MBXL1935,Nayalis Low Back Upholstered Dining Chairs,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/350577445/1/c.jpg,Yes,Yes,"Both pieces share a strong Art Deco and modern glam aesthetic, unified by their prominent use of warm brass/gold metal accents. The geometric pattern of the sideboard complements the streamlined, elegant curves of the dining chairs, creating a cohesive and sophisticated dining room look."
GXV11812,Deco Console-Brass,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/142958583/1/c.jpg,EPTO9577,Premium Wallpaper Wall Mural - Art Deco Gold,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/313736185/1/c.jpg,Yes,Yes,"Both products are quintessential Art Deco pieces. They share a gold/brass color palette and a strong reliance on geometric, linear patterns. Placing the console against the wallpaper would create a dramatic and stylistically cohesive focal point."
MRUT1398,Ivona Oak Dining Table,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/219428059/1/c.jpg,GEYL1416,Shelisa Rectangular Dining Set,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/290263049/1/c.jpg,No,No,"These two pieces represent very different sub-styles of modern design. The black table is bold, heavy, and sculptural with its fluted pedestal bases, creating a dramatic statement. The light wood dining set is airy, delicate, and leans towards a Scandinavian or Japandi aesthetic. The stark contrast in color, visual weight, and form would create a jarring and incoherent dining space."
VEM11129,"Jade 60"" Dining Table With 6 Trident Rust Chairs",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/284131254/1/c.jpg,WIIP1376,Bohemian Carved Cabinet and 31.5in.H Dining Varville Sideboard and Buffet,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/311242725/1/c.jpg,No,No,"While both pieces feature natural wood tones and have modern sensibilities, their core styles are in conflict. The dining set is defined by its chunky, sculptural forms and solid rust boucle texture. The cabinet, in contrast, is a Bohemian piece focused on a high-contrast, graphic carved pattern. Placing these two distinct and bold statement pieces in the same room would create visual competition and a lack of cohesion."
USAL1141,"Antun 63"" Wide Sideboard",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/333705306/1/c.jpg,JFI11609,"Maglio 96"" Gothic Arch Transitional Sideboard Storage Cabinet with Glass Doors",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/310377502/1/c.jpg,No,No,"While both are transitional sideboards with glass doors, their core design elements clash. The French Country style of the first piece, with its turnip feet, ornate hardware, and geometric door inlays, conflicts with the Gothic arches, plinth base, and simple bar handles of the second. Placing them in the same room would create a visually incoherent and mismatched aesthetic."
LGLY6295,Alxander Trestle Dining Table,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/89134391/1/c.jpg,DOKI1156,Modern Style Pumpkin Shape Hanging Light  Ribbed Glass Dining Room Ceiling Light In Green,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/223824551/1/c.jpg,No,Yes,"Both pieces share a modern design language. The warm wood and architectural lines of the mid-century table are beautifully complemented by the organic shape and green-colored glass of the pendant light, creating a cohesive and stylish dining room setting."
WLAO4274,Shavonne Dining Table,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/56517607/1/c.jpg,MITN2624,Wyn Woven Dining Chair,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/0/1/c.jpg,No,Yes,"The sculptural, airy quality is a shared design feature. The glam, metallic table base provides a beautiful contrast to the natural, rustic charm of the wood and woven rope chairs, creating a sophisticated and eclectic dining set."
MBXL1854,Jeffie 6 - Person Dining Set,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/255282096/1/c.jpg,EDNI1100,"6 - Light Round Drum Hemp Rope Rattan Boho Chandelier, Natural Rattan Bohemian Pendant Light For Kitchen Island, Living Room-18.89""W x 68.69""H",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/359838816/1/c.jpg,Yes,Yes,"Both pieces share a focus on natural materials, with the oak of the dining set and the rattan of the chandelier. The clean lines of the mid-century modern dining set provide a perfect foundation for the textural, bohemian style of the light fixture, creating a popular and cohesive 'Scandi-Boho' look."
TNFI3622,Shivani Dining Set - 63” Wood Table with Modern Wavy-Edge Design for Kitchen Dining Room,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/342086329/1/c.jpg,CBXN4511,"Collaged Spiral - Abstract Spirals Large Mirror, Teal Round Decorative Wall Mirror, Printed Metal Art",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/362811299/1/c.jpg,No,Yes,"The dining set acts as a neutral, modern foundation, allowing the colorful, abstract mirror to be a statement piece in the room. The mirror's frame contains beige and warm rust tones that complement the ivory chairs and the wood tabletop, creating a cohesive link between the two items."
EBMM1470,Upholstered Floral Side Chair - Modern floral Accent Chair,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/110860202/1/c.jpg,VGX10767,Osbourn Velvet Upholstered Wingback Arm Chair in Blue/Pink,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/110600128/1/c.jpg,No,No,"While both are modern accent chairs, their aesthetics are in direct conflict. The first chair's minimalist, neutral, and geometric pattern clashes severely with the second chair's maximalist, vibrant, and chaotic floral/graffiti print. Placing them together would create a jarring and stylistically incoherent look."
SMUG1375,"Sherpa Fabric Upholstered Dining Chairs Set with Backrest For Dining Room, Kitchen, Living Room",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/338101647/1/c.jpg,JLLC1202,"Jilliann Modern Kitchen Dining Set Expandable to 66.9""L Table Set with 32.4""H Dining Chair(1Table, 6Chairs)",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/289518300/1/c.jpg,Yes,No,"While both products feature black metal legs, the styles of the chairs are quite different. The sherpa chairs have a soft, rounded, almost glam aesthetic, whereas the dining set chairs are more angular and industrial with their faux leather upholstery. The textures and shapes would clash rather than complement each other."
GEYL1082,Modern Nordic Wood Rock-Plate Dining Table Chair Table,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/288513061/1/c.jpg,WHSO1578,Modern Upholstered Barrel Dining Chairs,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/340317695/1/c.jpg,Yes,No,"The dining table has a sleek, organic modern design with a refined pedestal base and a sense of lightness. The chairs, in contrast, are very heavy, chunky, and sculptural. This significant difference in visual weight and form would create a clashing, unbalanced aesthetic where the chairs would visually overpower the table."
GNT15325,Hannalise Dining Table,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/71533858/1/c.jpg,LFMF9374,"Xochitl 6 - Person Upholstered Dining Set w/ 18"" Removeable Leaf",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/259575577/1/c.jpg,No,No,"While both items fall under the broad 'farmhouse' category, their specific styles clash. The Hannalise table is dark, heavy, and features strong, straight, rustic lines. The Xochitl dining set is much lighter, with a two-tone finish, curved trestle legs, and more traditional Queen Anne-style chairs. The difference in color, visual weight, and design details (straight vs. curved) would create an incoherent look."
PKR10356,Aliana Americana Dining Counter Height Extendable Pedestal Dining Table,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/257745626/1/c.jpg,RCLF9481,Marlys 5 - Piece Dining Set,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/57574372/1/c.jpg,Yes,No,"Although both pieces share a similar two-tone, farmhouse aesthetic with white bases and natural wood tops, they are functionally incompatible. Product 1 is a counter-height table, while Product 2 is a standard-height dining set. The chairs from the set would be too low for the table, making them an impractical pairing."
DTIN2036,6 - Person Extendable Dining Set,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/263431976/1/c.jpg,FHHI1073,"Dariusz 71"" Farmhouse Dining Table, Kitchen Rectangular Large Rustic Dinner Table, Adjustable Leg For Dining Living Room",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/309481846/1/c.jpg,Yes,No,"These products are functionally incompatible. Product 1 is a complete dining set, while Product 2 is a standalone dining table. A dining room only needs one table, making this pairing redundant and illogical from a design perspective."
RDHN2081,Cierra Dining Set,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/109710295/1/c.jpg,KFBS3691,Bale Extendable Trestle Dining Table,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/290695179/1/c.jpg,Yes,No,"While both items share a farmhouse aesthetic with two-tone finishes and turned wood details, they are functionally redundant. Product 1 is a complete dining set, and Product 2 is a dining table. One would not place two dining tables in the same dining space."
OAWY8229,Brooksville Dining Table,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/43660347/1/c.jpg,DFIE1743,Hudson Trestle Dining Table with Upholstered and Wood Chairs,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/126761614/1/c.jpg,Yes,No,"These are functionally redundant items. A customer would purchase either a dining table or a complete dining set for a single dining space, not both. They serve the same purpose, making them a mutually exclusive choice."
HTDG2398,Lyons Mango Wood Dining Table,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/140803781/1/c.jpg,BKWT9200,Josanna 5 - Piece Dining Set,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/26268662/1/c.jpg,Yes,No,"These products are functionally incompatible. Product 1 is a large dining table, while Product 2 is a complete dining set that includes its own table. A single dining room would not feature two different dining tables."
AYRO1031,Achraf Side Chair Dining Chair,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/264217047/1/c.jpg,COGL1527,"Astor 64"" Dining Table",https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/153317559/1/c.jpg,Yes,Yes,"Both pieces share a modern design aesthetic with metal legs/bases. The gold base of the table complements the warm-toned metal of the chairs, and the chairs' rattan texture adds a pleasant warmth and contrast to the sleek, cool faux marble tabletop."
BQFT3621,Bernadette 8 - Person Dining Set,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/135446739/1/c.jpg,AEDC1058,Luxury Dining Room Table,https://secure.img1-fg.wfcdn.com/lf/unprocessed/hash/0/234686460/1/c.jpg,No,No,"While both products share a glam aesthetic with marble tops and polished chrome bases, Product 1 is a complete dining set (table and chairs) and Product 2 is a standalone dining table. These items serve the same primary function and would not be used together in the same dining space, making them functionally incompatible."
